uf_abbr;municipality;direto;url_pagina;SIG_link
SP;Ribeirão Bonito;0;https://rigeo.sgb.gov.br/handle/doc/22698;https://rigeo.sgb.gov.br/bitstream/doc/22698/2/sig_ribeirao%20bonito_sp_suscet.zip
MG;Bicas;0;https://rigeo.sgb.gov.br/handle/doc/22731;https://rigeo.sgb.gov.br/bitstream/doc/22731/2/sig_bicas_mg_suscet.zip
MG;Guarará;0;https://rigeo.sgb.gov.br/handle/doc/22732;https://rigeo.sgb.gov.br/bitstream/doc/22732/2/sig_guarara_mg_suscet.zip
PR;Foz do Iguaçu;0;https://rigeo.sgb.gov.br/handle/doc/22733;https://rigeo.sgb.gov.br/bitstream/doc/22733/2/sig_foz%20do%20iguacu_pr_suscet.zip
SP;Trabiju;0;https://rigeo.sgb.gov.br/handle/doc/22734;https://rigeo.sgb.gov.br/bitstream/doc/22734/2/sig_trabiju_sp_suscet.zip
PR;Ortigueira;0;https://rigeo.sgb.gov.br/handle/doc/22760;https://rigeo.sgb.gov.br/bitstream/doc/22760/2/sig_ortigueira_pr_suscet.zip
GO;Goiânia;0;https://rigeo.sgb.gov.br/handle/doc/22761;https://rigeo.sgb.gov.br/bitstream/doc/22761/2/sig_goiania_go_suscet.zip
PE;Cortês;0;https://rigeo.sgb.gov.br/handle/doc/22762;https://rigeo.sgb.gov.br/bitstream/doc/22762/2/sig_cortes_pe_suscet.zip
BA;Cairu;0;https://rigeo.sgb.gov.br/handle/doc/22831;https://rigeo.sgb.gov.br/bitstream/doc/22831/2/sig_cairu_ba_suscet.zip
PA;Castanhal;0;https://rigeo.sgb.gov.br/handle/doc/22833;https://rigeo.sgb.gov.br/bitstream/doc/22833/2/sig_castanhal_pa_suscet.zip
PR;Tibagi;0;https://rigeo.sgb.gov.br/handle/doc/22834;https://rigeo.sgb.gov.br/bitstream/doc/22834/2/sig_tibagi_pr_suscet.zip
PE;Maraial;0;https://rigeo.sgb.gov.br/handle/doc/22886;https://rigeo.sgb.gov.br/bitstream/doc/22886/3/sig_maraial_pe_suscet.zip
SP;Altinópolis;0;https://rigeo.sgb.gov.br/handle/doc/22887;https://rigeo.sgb.gov.br/bitstream/doc/22887/2/sig_altinopolis_sp_suscet.zip
SP;Miracatu;0;https://rigeo.sgb.gov.br/handle/doc/22888;https://rigeo.sgb.gov.br/bitstream/doc/22888/5/sig_miracatu_sp_suscet.zip
SP;Santo Antônio da Alegria;0;https://rigeo.sgb.gov.br/handle/doc/22889;https://rigeo.sgb.gov.br/bitstream/doc/22889/5/sig_santo_antonio_da_alegria_sp_suscet.zip
AP;Ferreira Gomes;0;https://rigeo.sgb.gov.br/handle/doc/22898;https://rigeo.sgb.gov.br/bitstream/doc/22898/2/sig_ferreira_gomes_ap_suscet.zip
AC;Brasiléia;0;https://rigeo.sgb.gov.br/handle/doc/22899;https://rigeo.sgb.gov.br/bitstream/doc/22899/2/sig_brasileia_ac_suscet.zip
AP;Pedra Branca do Amapari;0;https://rigeo.sgb.gov.br/handle/doc/22900;https://rigeo.sgb.gov.br/bitstream/doc/22900/3/SIG_Pedra_Branca_do_Amapari.zip
MG;São João do Munhuaçu;0;https://rigeo.sgb.gov.br/handle/doc/22901;https://rigeo.sgb.gov.br/bitstream/doc/22901/2/sig_sao_joao_do_manhuacu_mg_suscet.zip
SP;Jeriquara;0;https://rigeo.sgb.gov.br/handle/doc/22902;https://rigeo.sgb.gov.br/bitstream/doc/22902/2/sig_jeriquara_sp_suscet.zip
TO;Aliança do Tocantins;0;https://rigeo.sgb.gov.br/handle/doc/22903;https://rigeo.sgb.gov.br/bitstream/doc/22903/2/sig_alianca_do_tocantins_to_suscet.zip
SP;Juquiá;0;https://rigeo.sgb.gov.br/handle/doc/22938;https://rigeo.sgb.gov.br/bitstream/doc/22938/2/sig_juquia_sp_suscet.zip
MS;Campo Grande;0;https://rigeo.sgb.gov.br/handle/doc/22939;https://rigeo.sgb.gov.br/bitstream/doc/22939/2/sig_campo_grande_ms_suscet.zip
MG;Mário Campos;0;https://rigeo.sgb.gov.br/handle/doc/22940;https://rigeo.sgb.gov.br/bitstream/doc/22940/2/sig_mario_campos_mg_suscet.zip
RS;Gravataí;0;https://rigeo.sgb.gov.br/handle/doc/22941;https://rigeo.sgb.gov.br/bitstream/doc/22941/1/sig_gravatai_rs_suscet.zip
MG;Brumadinho;0;https://rigeo.sgb.gov.br/handle/doc/23395;https://rigeo.sgb.gov.br/bitstream/doc/23395/5/sig_brumadinho_mg_suscet.zip
RS;Cachoeirinha;0;https://rigeo.sgb.gov.br/handle/doc/23400;https://rigeo.sgb.gov.br/bitstream/doc/23400/2/sig_cachoeirinha.zip
PE;Calçado;0;https://rigeo.sgb.gov.br/handle/doc/23402;https://rigeo.sgb.gov.br/bitstream/doc/23402/5/sig_calcado_pe_suscet.zip
PA;Canaã dos Carajás;0;https://rigeo.sgb.gov.br/handle/doc/23403;https://rigeo.sgb.gov.br/bitstream/doc/23403/2/sig_canaa_dos_carajas.zip
SP;Cristais Paulista;0;https://rigeo.sgb.gov.br/handle/doc/23404;https://rigeo.sgb.gov.br/bitstream/doc/23404/2/sig_cristais_paulista.zip
SP;Igarapava;0;https://rigeo.sgb.gov.br/handle/doc/23405;https://rigeo.sgb.gov.br/bitstream/doc/23405/5/sig_igarapava_sp_suscet.zip
PB;João Pessoa;0;https://rigeo.sgb.gov.br/handle/doc/23409;https://rigeo.sgb.gov.br/bitstream/doc/23409/5/sig_joao_pessoa_pb_suscet.zip
PE;Lajedo;0;https://rigeo.sgb.gov.br/handle/doc/23410;https://rigeo.sgb.gov.br/bitstream/doc/23410/6/sig_lajedo_pe_suscet.zip
MG;Luisburgo;0;https://rigeo.sgb.gov.br/handle/doc/23417;https://rigeo.sgb.gov.br/bitstream/doc/23417/2/sig_luisburgo.zip
SP;Monte Alegre do Sul;0;https://rigeo.sgb.gov.br/handle/doc/23418;https://rigeo.sgb.gov.br/bitstream/doc/23418/7/sig_monte_alegre_do_sul_sp_suscet.zip
PA;Parauapebas;0;https://rigeo.sgb.gov.br/handle/doc/23419;https://rigeo.sgb.gov.br/bitstream/doc/23419/2/sig_parauapebas.zip
SP;São Sebastião;0;https://rigeo.sgb.gov.br/handle/doc/23448;https://rigeo.sgb.gov.br/bitstream/doc/23448/3/sao_sebastiao_sig.zip
TO;Gurupi;0;https://rigeo.sgb.gov.br/handle/doc/23524;https://rigeo.sgb.gov.br/bitstream/doc/23524/2/sig_suscetibilidade_gurupi.zip
PE;Jupi;0;https://rigeo.sgb.gov.br/handle/doc/23526;https://rigeo.sgb.gov.br/bitstream/doc/23526/2/sig_suscetibilidade_jupi.zip
MG;Pedro Leopoldo;0;https://rigeo.sgb.gov.br/handle/doc/23527;https://rigeo.sgb.gov.br/bitstream/doc/23527/2/sig_suscetibilidade_pedro_leopoldo.zip
SP;Serra Negra;0;https://rigeo.sgb.gov.br/handle/doc/23528;https://rigeo.sgb.gov.br/bitstream/doc/23528/2/sig_suscetibilidade_serra_negra.zip
AC;Cruzeiro do Sul;0;https://rigeo.sgb.gov.br/handle/doc/23702;https://rigeo.sgb.gov.br/bitstream/doc/23702/3/sig_cruzeiro_do_sul_ac_suscetibilidade.zip
PE;Jucati;0;https://rigeo.sgb.gov.br/handle/doc/23703;https://rigeo.sgb.gov.br/bitstream/doc/23703/2/sig_jucati_pe_suscet.zip
SP;Pereiras;0;https://rigeo.sgb.gov.br/handle/doc/23704;https://rigeo.sgb.gov.br/bitstream/doc/23704/2/sig_pereiras_sp_suscet.zip
SP;Araçatuba;0;https://rigeo.sgb.gov.br/handle/doc/23752;https://rigeo.sgb.gov.br/bitstream/doc/23752/2/sig_aracatuba_sp_suscetibilidade.zip
SP;Birigui;0;https://rigeo.sgb.gov.br/handle/doc/23753;https://rigeo.sgb.gov.br/bitstream/doc/23753/2/sig_birigui_sp_suscetibilidade.zip
DF;Brasília;0;https://rigeo.sgb.gov.br/handle/doc/23754;https://rigeo.sgb.gov.br/bitstream/doc/23754/2/df_brasilia_suscetibilidade.zip
TO;Formoso do Araguaia;0;https://rigeo.sgb.gov.br/handle/doc/23755;https://rigeo.sgb.gov.br/bitstream/doc/23755/5/formoso_do_araguaia_to_suscetibilidade.zip
SP;Itararé;0;https://rigeo.sgb.gov.br/handle/doc/23756;https://rigeo.sgb.gov.br/bitstream/doc/23756/2/sig_itarare_sp_suscetibilidade.zip
SP;Ourinhos;0;https://rigeo.sgb.gov.br/handle/doc/23757;https://rigeo.sgb.gov.br/bitstream/doc/23757/2/sig_ourinhos_sp_suscetibilidade.zip
CE;Palmácia;0;https://rigeo.sgb.gov.br/handle/doc/23758;https://rigeo.sgb.gov.br/bitstream/doc/23758/2/sig_palmacia_ce_suscetibilidade.zip
MG;Sarzedo;0;https://rigeo.sgb.gov.br/handle/doc/23759;https://rigeo.sgb.gov.br/bitstream/doc/23759/2/sig_sarzedo_mg_suscetibilidade.zip
MG;Viçosa;0;https://rigeo.sgb.gov.br/handle/doc/23796;https://rigeo.sgb.gov.br/bitstream/doc/23796/2/sig_vicosa_mg_suscetibilidade.zip
SP;Porangaba;0;https://rigeo.sgb.gov.br/handle/doc/23798;https://rigeo.sgb.gov.br/bitstream/doc/23798/2/sig_porangaba_sp_suscetibilidade.zip
SC;Lauro Müller;0;https://rigeo.sgb.gov.br/handle/doc/23799;https://rigeo.sgb.gov.br/bitstream/doc/23799/2/sig_lauro%20muller_sc_suscet.zip
BA;Itamaraju;0;https://rigeo.sgb.gov.br/handle/doc/23800;https://rigeo.sgb.gov.br/bitstream/doc/23800/2/sig_itamaraju_ba_suscetibilidade.zip
RO;Ji-Paraná;0;https://rigeo.sgb.gov.br/handle/doc/23822;https://rigeo.sgb.gov.br/bitstream/doc/23822/3/sig_ji_parana_ro_suscetibilidade.zip
SC;Orleans;0;https://rigeo.sgb.gov.br/handle/doc/23823;https://rigeo.sgb.gov.br/bitstream/doc/23823/2/sig_orleans_suscetibilidade.zip
RO;Ouro Preto do Oeste;0;https://rigeo.sgb.gov.br/handle/doc/23824;https://rigeo.sgb.gov.br/bitstream/doc/23824/2/sig_ouro_preto_do_oeste_ro_suscetibilidade.zip
SP;Quadra;0;https://rigeo.sgb.gov.br/handle/doc/23825;https://rigeo.sgb.gov.br/bitstream/doc/23825/2/sig_quadra_sp_suscetibilidade.zip
PI;Altos;0;https://rigeo.sgb.gov.br/handle/doc/23905;https://rigeo.sgb.gov.br/bitstream/doc/23905/2/sig_altos_pi_suscetibilidade.zip
CE;Maranguape;0;https://rigeo.sgb.gov.br/handle/doc/23906;https://rigeo.sgb.gov.br/bitstream/doc/23906/2/sig_maranguape_ce_suscetibilidade.zip
PA;Xinguara;0;https://rigeo.sgb.gov.br/handle/doc/23907;https://rigeo.sgb.gov.br/bitstream/doc/23907/2/sig_xinguara_pa_suscetibilidade.zip
MT;Cáceres;0;https://rigeo.cprm.gov.br/handle/doc/23952;https://rigeo.sgb.gov.br/bitstream/doc/23952/4/sig_caceres_mt_suscetibilidade.zip
SP;Tapiratiba;0;https://rigeo.cprm.gov.br/handle/doc/23954;https://rigeo.sgb.gov.br/bitstream/doc/23954/2/sig_tapiratiba_sp_suscetibilidade.zip
BA;Jequié;0;https://rigeo.sgb.gov.br/handle/doc/24209;https://rigeo.sgb.gov.br/bitstream/doc/24209/2/jequie_ba_suscetibilidade.zip
MG;Lavras;0;https://rigeo.sgb.gov.br/handle/doc/24210;https://rigeo.sgb.gov.br/bitstream/doc/24210/2/lavras_mg_suscetibilidade.zip
BA;Santo Amaro;0;https://rigeo.sgb.gov.br/handle/doc/24211;https://rigeo.sgb.gov.br/bitstream/doc/24211/2/santo_amaro_ba_suscetibilidade.zip
MG;Ubá;0;https://rigeo.sgb.gov.br/handle/doc/24332;https://rigeo.sgb.gov.br/bitstream/doc/24332/2/uba_mg_suscetibilidade.zip
MG;Coronel Fabriciano;0;https://rigeo.sgb.gov.br/handle/doc/24333;https://rigeo.sgb.gov.br/bitstream/doc/24333/2/coronel_fabriciano_mg_suscetibilidade.zip
MS;Dourados;0;https://rigeo.sgb.gov.br/handle/doc/24334;https://rigeo.sgb.gov.br/bitstream/doc/24334/2/ms_dourados_suscetibilidade.zip
MG;Ipatinga;0;https://rigeo.sgb.gov.br/handle/doc/24335;https://rigeo.sgb.gov.br/bitstream/doc/24335/2/sig_ipatinga_mg_suscetibilidade.zip
MG;Itabirito;0;https://rigeo.sgb.gov.br/handle/doc/24336;https://rigeo.sgb.gov.br/bitstream/doc/24336/2/itabirito_mg_suscetibilidade.zip
AM;Manacapuru;0;https://rigeo.sgb.gov.br/handle/doc/24401;https://rigeo.sgb.gov.br/bitstream/doc/24401/2/am_manacapuru_suscetibilidade.zip
PA;Paragominas;0;https://rigeo.sgb.gov.br/handle/doc/24402;https://rigeo.sgb.gov.br/bitstream/doc/24402/2/pa_paragominas_suscetibilidade.zip
MG;Serro;0;https://rigeo.sgb.gov.br/handle/doc/24413;https://rigeo.sgb.gov.br/bitstream/doc/24413/2/mg_serro_suscetibilidade.zip
PA;Barcarena;0;https://rigeo.sgb.gov.br/handle/doc/24414;https://rigeo.sgb.gov.br/bitstream/doc/24414/2/pa_barcarena_suscetibilidade.zip
RS;Alvorada;0;https://rigeo.sgb.gov.br/handle/doc/24633;https://rigeo.sgb.gov.br/bitstream/doc/24633/2/rs_alvorada_suscetibilidade.zip
GO;Anápolis;0;https://rigeo.sgb.gov.br/handle/doc/24634;https://rigeo.sgb.gov.br/bitstream/doc/24634/2/anapolis_go_suscetibilidade-002.zip
GO;Campo Limpo de Goiás;0;https://rigeo.sgb.gov.br/handle/doc/24635https://rigeo.sgb.gov.br/bitstream/doc/24635/2/campo_limpo_de_goias_suscetibilidade.zip;https://rigeo.sgb.gov.br/bitstream/doc/24635/2/campo_limpo_de_goias_suscetibilidade.zip
SP;Franca;0;https://rigeo.sgb.gov.br/handle/doc/24636;https://rigeo.sgb.gov.br/bitstream/doc/24636/2/sp_franca_suscetibilidade.zip
MG;Guidoval;0;https://rigeo.sgb.gov.br/handle/doc/24637;https://rigeo.sgb.gov.br/bitstream/doc/24637/2/guidoval_mg_suscetibilidade.zip
MA;Pinheiro;0;https://rigeo.sgb.gov.br/handle/doc/24638;https://rigeo.sgb.gov.br/bitstream/doc/24638/2/ma_pinheiro_suscetibilidade.zip
MG;Poços de Caldas;0;https://rigeo.sgb.gov.br/handle/doc/24639;https://rigeo.sgb.gov.br/bitstream/doc/24639/2/mg_pocos_de_caldas_suscetibilidade.zip
MT;Porto Esperidião;0;https://rigeo.sgb.gov.br/handle/doc/24640;https://rigeo.sgb.gov.br/bitstream/doc/24640/2/porto_esperidiao_mt_suscetibilidade.zip
MA;Tutóia;0;https://rigeo.sgb.gov.br/handle/doc/24641;https://rigeo.sgb.gov.br/bitstream/doc/24641/2/ma_tutoia_suscetibilidade.zip
SP;Alambari;0;https://rigeo.sgb.gov.br/handle/doc/24715;https://rigeo.sgb.gov.br/bitstream/doc/24715/2/arquivos_vetoriais_alambari.zip
SP;Analândia;0;https://rigeo.sgb.gov.br/handle/doc/24716;https://rigeo.sgb.gov.br/bitstream/doc/24716/2/arquivos_vetoriais_analandia.zip
SP;Boituva;0;https://rigeo.sgb.gov.br/handle/doc/24717;https://rigeo.sgb.gov.br/bitstream/doc/24717/2/arquivos_vetoriais_boituva.zip
SP;Araras;0;https://rigeo.sgb.gov.br/handle/doc/24718;https://rigeo.sgb.gov.br/bitstream/doc/24718/2/arquivos_vetoriais_araras.zip
SP;Capivari;0;https://rigeo.sgb.gov.br/handle/doc/24719;https://rigeo.sgb.gov.br/bitstream/doc/24719/2/arquivos_vetoriais_capivari.zip
SP;Cerquilho;0;https://rigeo.sgb.gov.br/handle/doc/24720;https://rigeo.sgb.gov.br/bitstream/doc/24720/2/arquivos_vetoriais_cerquilho.zip
SP;Cesário Lange;0;https://rigeo.sgb.gov.br/handle/doc/24721;https://rigeo.sgb.gov.br/bitstream/doc/24721/2/arquivos_vetoriais_cesario_lange.zip
SP;Charqueada;0;https://rigeo.sgb.gov.br/handle/doc/24722;https://rigeo.sgb.gov.br/bitstream/doc/24722/2/aquivos_vetoriais_charqueada.zip
SP;Conchal;0;https://rigeo.sgb.gov.br/handle/doc/24723;https://rigeo.sgb.gov.br/bitstream/doc/24723/2/arquivos_vetoriais_conchal.zip
SP;Elias Fausto;0;https://rigeo.sgb.gov.br/handle/doc/24724;https://rigeo.sgb.gov.br/bitstream/doc/24724/2/arquivos_vetoriais_elias_fausto.zip
SP;Iracemápolis;0;https://rigeo.sgb.gov.br/handle/doc/24725;https://rigeo.sgb.gov.br/bitstream/doc/24725/2/arquivos_vetoriais_iracemapolis.zip
SP;Jumirim;0;https://rigeo.sgb.gov.br/handle/doc/24726;https://rigeo.sgb.gov.br/bitstream/doc/24726/2/arquivos_vetoriais_jumirim.zip
SP;Leme;0;https://rigeo.sgb.gov.br/handle/doc/24727;https://rigeo.sgb.gov.br/bitstream/doc/24727/2/arquivos_vetoriais_leme.zip
SP;Piracicaba;0;https://rigeo.sgb.gov.br/handle/doc/24728;https://rigeo.sgb.gov.br/bitstream/doc/24728/2/arquivos_vetoriais_piracicaba.zip
SP;Porto Feliz;0;https://rigeo.sgb.gov.br/handle/doc/24729;https://rigeo.sgb.gov.br/bitstream/doc/24729/2/arquivos_vetoriais_porto_feliz.zip
SP;Rafard;0;https://rigeo.sgb.gov.br/handle/doc/24730;https://rigeo.sgb.gov.br/bitstream/doc/24730/2/arquivos_vetoriais_rafard.zip
SP;Rio Claro;0;https://rigeo.sgb.gov.br/handle/doc/24731;https://rigeo.sgb.gov.br/bitstream/doc/24731/2/arquivos_vetoriais_rio_claro.zip
SP;Salto;0;https://rigeo.sgb.gov.br/handle/doc/24732;https://rigeo.sgb.gov.br/bitstream/doc/24732/2/arquivos_vetoriais_salto.zip
SP;Santa Maria da Serra;0;https://rigeo.sgb.gov.br/handle/doc/24733;https://rigeo.sgb.gov.br/bitstream/doc/24733/2/arquivos_vetoriais_santa_maria_da_serra.zip
SP;Tatuí;0;https://rigeo.sgb.gov.br/handle/doc/24734;https://rigeo.sgb.gov.br/bitstream/doc/24734/2/arquivos_vetoriais_tatui.zip
SP;Tietê;0;https://rigeo.sgb.gov.br/handle/doc/24735;https://rigeo.sgb.gov.br/bitstream/doc/24735/2/arquivos_vetoriais_tiete.zip
CE;Jijoca de Jericoacoara;0;https://rigeo.sgb.gov.br/handle/doc/24737;https://rigeo.sgb.gov.br/bitstream/doc/24737/1/jijoca_de_jericoacoara_ce_suscetibilidade.zip
MG;Extrema;0;https://rigeo.sgb.gov.br/handle/doc/24738;https://rigeo.sgb.gov.br/bitstream/doc/24738/1/extrema_mg_suscetibilidade.zip
MG;Curral de Dentro;0;https://rigeo.sgb.gov.br/handle/doc/24739;https://rigeo.sgb.gov.br/bitstream/doc/24739/1/curral_de_dentro_mg_suscetibilidade.zip
MS;Ponta Porã;0;https://rigeo.sgb.gov.br/handle/doc/24741;https://rigeo.sgb.gov.br/bitstream/doc/24741/1/ponta_pora_ms_suscetibilidade.zip
PA;Irituia;0;https://rigeo.sgb.gov.br/handle/doc/24762;https://rigeo.sgb.gov.br/bitstream/doc/24762/2/sig_irituia_pa_suscet.zip
PA;Juruti;0;https://rigeo.sgb.gov.br/handle/doc/24764;https://rigeo.sgb.gov.br/bitstream/doc/24764/2/sig_juruti_pa_suscet.zip
AM;Manaus;0;https://rigeo.sgb.gov.br/handle/doc/24765;https://rigeo.sgb.gov.br/bitstream/doc/24765/4/manaus_am_suscetibilidade.zip
SP;São João da Boa Vista;0;https://rigeo.sgb.gov.br/handle/doc/24766;https://rigeo.sgb.gov.br/bitstream/doc/24766/2/sig_sao_joao_da_boa_vista_sp_suscet.zip
SC;Laguna;0;https://rigeo.sgb.gov.br/handle/doc/24784;https://rigeo.sgb.gov.br/bitstream/doc/24784/2/sig_laguna_sc_suscet.zip
BA;Tanquinho;0;https://rigeo.sgb.gov.br/handle/doc/24785;https://rigeo.sgb.gov.br/bitstream/doc/24785/2/sig_tanquinho_ba_suscet.zip
SP;Vargem Grande do Sul;0;https://rigeo.sgb.gov.br/handle/doc/24825;https://rigeo.sgb.gov.br/bitstream/doc/24825/2/sig_vargem%20grande%20do%20sul_sp_suscet.zip
MG;Uberaba;0;https://rigeo.sgb.gov.br/handle/doc/24826;https://rigeo.sgb.gov.br/bitstream/doc/24826/2/sig_uberaba_mg_suscet.zip
RS;Gramado;0;https://rigeo.sgb.gov.br/handle/doc/24827;https://rigeo.sgb.gov.br/bitstream/doc/24827/2/sig_gramado_rs_suscet.zip
SC;Sangão;0;https://rigeo.sgb.gov.br/handle/doc/24828;https://rigeo.sgb.gov.br/bitstream/doc/24828/2/sig_sangao_sc_suscet.zip
RS;Farroupilha;0;https://rigeo.sgb.gov.br/handle/doc/24856;https://rigeo.sgb.gov.br/bitstream/doc/24856/2/sig_farroupilha_rs_suscet.zip
RS;Nova Petrópolis;0;https://rigeo.sgb.gov.br/handle/doc/24857;https://rigeo.sgb.gov.br/bitstream/doc/24857/2/sig_nova_petropolis_rs_suscet.zip
PE;Ribeirão;0;https://rigeo.sgb.gov.br/handle/doc/24858;https://rigeo.sgb.gov.br/bitstream/doc/24858/2/sig_ribeirao_pe_suscet.zip
PE;Sirinhaém;0;https://rigeo.sgb.gov.br/handle/doc/24859;https://rigeo.sgb.gov.br/bitstream/doc/24859/2/sig_sirinhaem_pe_suscet.zip
RS;Viamão;0;https://rigeo.sgb.gov.br/handle/doc/24860;https://rigeo.sgb.gov.br/bitstream/doc/24860/2/sig_viamao_rs_suscet.zip
SC;Içara;0;https://rigeo.sgb.gov.br/handle/doc/24900;https://rigeo.sgb.gov.br/bitstream/doc/24900/1/i%c3%a7ara.zip
AL;Arapiraca;0;https://rigeo.sgb.gov.br/handle/doc/24901;https://rigeo.sgb.gov.br/bitstream/doc/24901/2/sig_arapiraca_al_suscet.zip
BA;Feira de Santana;0;https://rigeo.sgb.gov.br/handle/doc/24902;https://rigeo.sgb.gov.br/bitstream/doc/24902/2/sig_feira_de_santana_ba_suscet.zip
RS;Torres;0;https://rigeo.sgb.gov.br/handle/doc/24926;https://rigeo.sgb.gov.br/bitstream/doc/24926/3/sig_torres_rs_suscet.zip
RS;Mampituba;0;https://rigeo.sgb.gov.br/handle/doc/24927;https://rigeo.sgb.gov.br/bitstream/doc/24927/2/sig_mampituba_rs_suscet.zip
RS;Santa Maria;0;https://rigeo.sgb.gov.br/handle/doc/24928;https://rigeo.sgb.gov.br/bitstream/doc/24928/2/sig_santa%20maria_rs_suscet.zip
MG;Camanducaia;0;https://rigeo.sgb.gov.br/handle/doc/24974;https://rigeo.sgb.gov.br/bitstream/doc/24974/2/sig_camanducaia_mg_suscet.zip
CE;Camocim;0;https://rigeo.sgb.gov.br/handle/doc/24975;https://rigeo.sgb.gov.br/bitstream/doc/24975/2/sig_camocim_ce_suscet.zip
CE;Cruz;0;https://rigeo.sgb.gov.br/handle/doc/24976;https://rigeo.sgb.gov.br/bitstream/doc/24976/2/sig_cruz_ce_suscet.zip
PR;Antonina;0;https://rigeo.sgb.gov.br/handle/doc/24995;https://rigeo.sgb.gov.br/bitstream/doc/24995/5/sig_antonina_pr_suscet.zip
PR;Paranaguá;0;https://rigeo.sgb.gov.br/handle/doc/24996;https://rigeo.sgb.gov.br/bitstream/doc/24996/6/sig_paranagua_pr_suscet.zip
RO;Guajará-Mirim;0;https://rigeo.sgb.gov.br/handle/doc/24997;https://rigeo.sgb.gov.br/bitstream/doc/24997/3/sig_guajara-mirim_ro_suscet.zip
PB;Cabedelo;0;https://rigeo.sgb.gov.br/handle/doc/25399;https://rigeo.sgb.gov.br/bitstream/doc/25399/2/sig_cabedelo_pb_suscet.zip
PR;Campo Largo;0;https://rigeo.sgb.gov.br/handle/doc/25400;https://rigeo.sgb.gov.br/bitstream/doc/25400/2/sig_campo_largo_pr_suscet.zip
PE;Goiana;0;https://rigeo.sgb.gov.br/handle/doc/25401;https://rigeo.sgb.gov.br/bitstream/doc/25401/2/sig_goiana_pe_suscet.zip
RN;Parnamirim;0;https://rigeo.sgb.gov.br/handle/doc/25402;https://rigeo.sgb.gov.br/bitstream/doc/25402/2/sig_parnamirim_rn_suscet.zip
MT;Terra Nova do Norte;0;https://rigeo.sgb.gov.br/handle/doc/25403;https://rigeo.sgb.gov.br/bitstream/doc/25403/2/sig_terra_nova_do_norte_mt_suscet.zip
PA;Cametá;0;https://rigeo.sgb.gov.br/handle/doc/25447;https://rigeo.sgb.gov.br/bitstream/doc/25447/2/sig_cameta_pa_suscet.zip
PR;Cascavel;0;https://rigeo.sgb.gov.br/handle/doc/25448;https://rigeo.sgb.gov.br/bitstream/doc/25448/2/sig_cascavel_pr_suscet.zip
SC;Jaguaruna;0;https://rigeo.sgb.gov.br/handle/doc/25449;https://rigeo.sgb.gov.br/bitstream/doc/25449/2/sig_jaguaruna_sc_suscet.zip
PR;Toledo;0;https://rigeo.sgb.gov.br/handle/doc/25483;https://rigeo.sgb.gov.br/bitstream/doc/25483/2/sig_toledo_pr_suscet.zip
PR;Araucária;0;https://rigeo.sgb.gov.br/handle/doc/25484;https://rigeo.sgb.gov.br/bitstream/doc/25484/2/sig_araucaria_pr_suscet.zip
MG;Caeté;0;https://rigeo.sgb.gov.br/handle/doc/25485;https://rigeo.sgb.gov.br/bitstream/doc/25485/2/sig_caete_mg_suscet.zip
PA;Trairão;0;https://rigeo.sgb.gov.br/handle/doc/25511;https://rigeo.sgb.gov.br/bitstream/doc/25511/2/sig_trairao_pa_suscet.zip
RN;São José de Mipibu;0;https://rigeo.sgb.gov.br/handle/doc/25512;https://rigeo.sgb.gov.br/bitstream/doc/25512/3/sig_sao_jose_de_mipibu_rn_suscet.zip
MT;Sinop;0;https://rigeo.sgb.gov.br/handle/doc/25533;https://rigeo.sgb.gov.br/bitstream/doc/25533/2/sig_sinop_mt_suscet.zip
BA;Eunápolis;0;https://rigeo.sgb.gov.br/handle/doc/25534;https://rigeo.sgb.gov.br/bitstream/doc/25534/2/sig_eunapolis_ba_suscet.zip
PB;Conde;0;https://rigeo.sgb.gov.br/handle/doc/25535;https://rigeo.sgb.gov.br/bitstream/doc/25535/2/sig_conde_pb_suscet.zip
MA;Açailândia;0;https://rigeo.sgb.gov.br/handle/doc/25563;https://rigeo.sgb.gov.br/bitstream/doc/25563/2/sig_acailandia_ma_suscet.zip
MA;Alcântara;0;https://rigeo.sgb.gov.br/handle/doc/25564;https://rigeo.sgb.gov.br/bitstream/doc/25564/2/sig_alcantra_ma_suscet.zip
MA;Bom Jesus das Selvas;0;https://rigeo.sgb.gov.br/handle/doc/25565;https://rigeo.sgb.gov.br/bitstream/doc/25565/2/sig_bom_jesus_das_selvas_ma_suscet.zip
BA;Jacbobina;0;https://rigeo.sgb.gov.br/handle/doc/25595;https://rigeo.sgb.gov.br/bitstream/doc/25595/5/sig_jacobina_ba_suscet.zip
MT;Águas Boas;0;https://rigeo.sgb.gov.br/handle/doc/25626;https://rigeo.sgb.gov.br/bitstream/doc/25626/3/sig_agua_boa_mt_suscet.zip
MT;Nova Xavantina;0;https://rigeo.sgb.gov.br/handle/doc/25627;https://rigeo.sgb.gov.br/bitstream/doc/25627/1/sig_nova_xavantina_mt_suscet.zip
MT;Vázea Grande;0;https://rigeo.sgb.gov.br/handle/doc/25663;https://rigeo.sgb.gov.br/bitstream/doc/25663/3/sig_varzea_grande_mt_suscet.zip
SP;Pederneiras;0;https://rigeo.sgb.gov.br/handle/doc/25668;https://rigeo.sgb.gov.br/bitstream/doc/25668/2/sig_pederneiras_sp_suscet.zip
