uf_abbr;municipality;direto;url_pagina;SIG_link
SP;São Paulo;0;https://rigeo.sgb.gov.br/handle/doc/15216;https://rigeo.sgb.gov.br/bitstream/doc/15216/6/sig_saopaulo_sp_suscet.zip
SP;São Vicente;0;https://rigeo.sgb.gov.br/handle/doc/15217;https://rigeo.sgb.gov.br/bitstream/doc/15217/8/sig_saovicente_sp_suscet.zip
SP;Sorocaba;0;https://rigeo.sgb.gov.br/handle/doc/15218;https://rigeo.sgb.gov.br/bitstream/doc/15218/6/sig_sorocaba_sp.zip
SP;Sumaré;0;https://rigeo.sgb.gov.br/handle/doc/15219;https://rigeo.sgb.gov.br/bitstream/doc/15219/8/sig_sumare_sp_suscet.zip
SP;Taboão da Serra;0;https://rigeo.sgb.gov.br/handle/doc/15220;https://rigeo.sgb.gov.br/bitstream/doc/15220/5/sig_taboaodaserra_sp.zip
SP;Ubatuba;0;https://rigeo.sgb.gov.br/handle/doc/15221;https://rigeo.sgb.gov.br/bitstream/doc/15221/8/sig_ubatuba_sp_suscet.zip
ES;Conceição do Castelo;0;https://rigeo.sgb.gov.br/handle/doc/15566;https://rigeo.sgb.gov.br/bitstream/doc/15566/5/sig_conceicaodocastelo_es.zip
ES;Anchieta;0;https://rigeo.sgb.gov.br/handle/doc/15663;https://rigeo.sgb.gov.br/bitstream/doc/15663/5/sig_anchieta_es_suscet.zip
ES;Baixo Guandu;0;https://rigeo.sgb.gov.br/handle/doc/15669;https://rigeo.sgb.gov.br/bitstream/doc/15669/5/sig_baixoguandu_rj.zip
ES;Governador Lindenberg;0;https://rigeo.sgb.gov.br/handle/doc/15670;https://rigeo.sgb.gov.br/bitstream/doc/15670/5/sig_governadorlindenberg_es.zip
ES;Guarapari;0;https://rigeo.sgb.gov.br/handle/doc/15671;https://rigeo.sgb.gov.br/bitstream/doc/15671/5/sig_guarapari_es.zip
ES;Itarana;0;https://rigeo.sgb.gov.br/handle/doc/15672;https://rigeo.sgb.gov.br/bitstream/doc/15672/5/sig_itarana_es.zip
ES;Jerônimo Monteiro;0;https://rigeo.sgb.gov.br/handle/doc/15673;https://rigeo.sgb.gov.br/bitstream/doc/15673/6/sig_jeronimomonteiro_es.zip
ES;São Domingos do Norte;0;https://rigeo.sgb.gov.br/handle/doc/15674;https://rigeo.sgb.gov.br/bitstream/doc/15674/5/sig_saodomingosdonorte_es.zip
ES;João Neiva;0;https://rigeo.sgb.gov.br/handle/doc/15675;https://rigeo.sgb.gov.br/bitstream/doc/15675/5/sig_joaoneiva_es.zip
ES;São Gabriel da Palha;0;https://rigeo.sgb.gov.br/handle/doc/15676;https://rigeo.sgb.gov.br/bitstream/doc/15676/5/sig_saogabrieldapalha_es.zip
ES;Marilândia;0;https://rigeo.sgb.gov.br/handle/doc/15677;https://rigeo.sgb.gov.br/bitstream/doc/15677/5/sig_marilandia_es.zip
ES;Piúma;0;https://rigeo.sgb.gov.br/handle/doc/15678;https://rigeo.sgb.gov.br/bitstream/doc/15678/5/sig_piuma_es.zip
ES;Muqui;0;https://rigeo.sgb.gov.br/handle/doc/15679;https://rigeo.sgb.gov.br/bitstream/doc/15679/6/sig_muqui_es.zip
ES;Rio Bananal;0;https://rigeo.sgb.gov.br/handle/doc/15680;https://rigeo.sgb.gov.br/bitstream/doc/15680/5/sig_riobananal_es.zip
ES;Santa Maria de Jetibá;0;https://rigeo.sgb.gov.br/handle/doc/15681;https://rigeo.sgb.gov.br/bitstream/doc/15681/5/sig_santamariadejeriba_es.zip
ES;São Roque do Canaã;0;https://rigeo.sgb.gov.br/handle/doc/15686;https://rigeo.sgb.gov.br/bitstream/doc/15686/5/sig_saoroquedocanaa_es.zip
RJ;Campos dos Goytacazes;0;https://rigeo.sgb.gov.br/handle/doc/15687;https://rigeo.sgb.gov.br/bitstream/doc/15687/5/sig_camposdosgoytacazes_rj.zip
RJ;Duque de Caxias;0;https://rigeo.sgb.gov.br/handle/doc/15688;https://rigeo.sgb.gov.br/bitstream/doc/15688/5/sig_duquedecaxias_rj.zip
SC;Tijucas;0;https://rigeo.sgb.gov.br/handle/doc/15693;https://rigeo.sgb.gov.br/bitstream/doc/15693/5/sig_tijucas_sc.zip
SC;São João Batista;0;https://rigeo.sgb.gov.br/handle/doc/15694;https://rigeo.sgb.gov.br/bitstream/doc/15694/6/sig_saojoaobatista_sc.zip
SC;Penha;0;https://rigeo.sgb.gov.br/handle/doc/15695;https://rigeo.sgb.gov.br/bitstream/doc/15695/5/sig_penha_sc.zip
SC;Porto Belo;0;https://rigeo.sgb.gov.br/handle/doc/15697;https://rigeo.sgb.gov.br/bitstream/doc/15697/7/sig_portobelo_sc.zip
SC;Barra Velha;0;https://rigeo.sgb.gov.br/handle/doc/15698;https://rigeo.sgb.gov.br/bitstream/doc/15698/5/sig_barravelha_sc.zip
SC;Balneário Piçarras;0;https://rigeo.sgb.gov.br/handle/doc/15699;https://rigeo.sgb.gov.br/bitstream/doc/15699/6/sig_balneariopicarras_sc.zip
ES;Viana;0;https://rigeo.sgb.gov.br/handle/doc/15781;https://rigeo.sgb.gov.br/bitstream/doc/15781/5/sig_viana_es.zip
RJ;Itatiaia;0;https://rigeo.sgb.gov.br/handle/doc/15816;https://rigeo.sgb.gov.br/bitstream/doc/15816/6/sig_itatiaia_rj.zip
RJ;Resende;0;https://rigeo.sgb.gov.br/handle/doc/15818;https://rigeo.sgb.gov.br/bitstream/doc/15818/6/sig_resende_rj_v2.zip
ES;Pancas;0;https://rigeo.sgb.gov.br/handle/doc/15878;https://rigeo.sgb.gov.br/bitstream/doc/15878/5/sig_pancas_es.zip
ES;Itaguaçu;0;https://rigeo.sgb.gov.br/handle/doc/15984;https://rigeo.sgb.gov.br/bitstream/doc/15984/5/sig_itaguacu_es.zip
ES;Dores do Rio Preto;0;https://rigeo.sgb.gov.br/handle/doc/15996;https://rigeo.sgb.gov.br/bitstream/doc/15996/5/sig_doresdoriopreto_es.zip
ES;Afonso Cláudio;0;https://rigeo.sgb.gov.br/handle/doc/15997;https://rigeo.sgb.gov.br/bitstream/doc/15997/5/sig_afonsoclaudio_es.zip
ES;São José do Calçado;0;https://rigeo.sgb.gov.br/handle/doc/16119;https://rigeo.sgb.gov.br/bitstream/doc/16119/5/sig_saojosedocalcado_es.zip
SP;Mombuca;0;https://rigeo.sgb.gov.br/handle/doc/16155;https://rigeo.sgb.gov.br/bitstream/doc/16155/5/sig_mombuca_sp_suscet.zip
ES;Alfredo Chaves;0;https://rigeo.sgb.gov.br/handle/doc/16340;https://rigeo.sgb.gov.br/bitstream/doc/16340/5/sig_alfredochaves_es.zip
ES;Apiacá;0;https://rigeo.sgb.gov.br/handle/doc/16416;https://rigeo.sgb.gov.br/bitstream/doc/16416/5/sig_apiaca_es.zip
ES;Ibitirama;0;https://rigeo.sgb.gov.br/handle/doc/16476;https://rigeo.sgb.gov.br/bitstream/doc/16476/5/sig_ibitirama_es.zip
ES;Iúna;0;https://rigeo.sgb.gov.br/handle/doc/16478;https://rigeo.sgb.gov.br/bitstream/doc/16478/5/sig_iuna_es.zip
SP;Saltinho;0;https://rigeo.sgb.gov.br/handle/doc/16516;https://rigeo.sgb.gov.br/bitstream/doc/16516/5/sig_saltinho_sp.zip
SP;Rio das Pedras;0;https://rigeo.sgb.gov.br/handle/doc/16517;https://rigeo.sgb.gov.br/bitstream/doc/16517/6/sig_rio_das_pedras_sp.zip
ES;Divino São Lourenço;0;https://rigeo.sgb.gov.br/handle/doc/16518;https://rigeo.sgb.gov.br/bitstream/doc/16518/5/sig_divinodesaolourenco_es.zip
SP;Artur Nogueira;0;https://rigeo.sgb.gov.br/handle/doc/17056;https://rigeo.sgb.gov.br/bitstream/doc/17056/5/sig_arthurnogueira_sp_suscet.zip
ES;Ibatiba;0;https://rigeo.sgb.gov.br/handle/doc/17172;https://rigeo.sgb.gov.br/bitstream/doc/17172/5/sig_ibatiba_es_suscet.zip
ES;Brejetuba;0;https://rigeo.sgb.gov.br/handle/doc/17195;https://rigeo.sgb.gov.br/bitstream/doc/17195/5/sig_brejetuba_es_suscet.zip
ES;Muniz Freire;0;https://rigeo.sgb.gov.br/handle/doc/17215;https://rigeo.sgb.gov.br/bitstream/doc/17215/5/sig_munizfreire_es_suscet.zip
ES;Barra de São Francisco;0;https://rigeo.sgb.gov.br/handle/doc/17407;https://rigeo.sgb.gov.br/bitstream/doc/17407/5/sig_barradesaofrancisco_es.zip
SP;Cordeirópolis;0;https://rigeo.sgb.gov.br/handle/doc/17410;https://rigeo.sgb.gov.br/bitstream/doc/17410/6/sig_cordeiropolis_sp.zip
SP;Corumbataí;0;https://rigeo.sgb.gov.br/handle/doc/17411;https://rigeo.sgb.gov.br/bitstream/doc/17411/6/sig_corumbatai_sp.zip
SP;Ipeúna;0;https://rigeo.sgb.gov.br/handle/doc/17412;https://rigeo.sgb.gov.br/bitstream/doc/17412/6/sig_ipeuna_sp.zip
SP;Santa Gertrudes;0;https://rigeo.sgb.gov.br/handle/doc/17413;https://rigeo.sgb.gov.br/bitstream/doc/17413/6/sig_santagertrudes_sp_suscet.zip
RJ;Quatis;0;https://rigeo.sgb.gov.br/handle/doc/17591;https://rigeo.sgb.gov.br/bitstream/doc/17591/5/sig_quatis_rj_suscet.zip
SC;Turvo;0;https://rigeo.sgb.gov.br/handle/doc/17623;https://rigeo.sgb.gov.br/bitstream/doc/17623/6/sig_turvo_sc_suscet.zip
SC;Benedito Novo;0;https://rigeo.sgb.gov.br/handle/doc/17624;https://rigeo.sgb.gov.br/bitstream/doc/17624/5/sig_beneditonovo_sc_suscet.zip
SC;Tubarão;0;https://rigeo.sgb.gov.br/handle/doc/17625;https://rigeo.sgb.gov.br/bitstream/doc/17625/5/sig_tubarao_sc_suscet.zip
SP;Americana;0;https://rigeo.sgb.gov.br/handle/doc/17710;https://rigeo.sgb.gov.br/bitstream/doc/17710/5/sig_americana_sp.zip
ES;Alto Rio Novo;0;https://rigeo.sgb.gov.br/handle/doc/17711;https://rigeo.sgb.gov.br/bitstream/doc/17711/5/sig_altorionovo_es.zip
ES;Mantenópolis;0;https://rigeo.sgb.gov.br/handle/doc/17726;https://rigeo.sgb.gov.br/bitstream/doc/17726/5/sig_mantenopolis_es.zip
RJ;Porto Real;0;https://rigeo.sgb.gov.br/handle/doc/17737;https://rigeo.sgb.gov.br/bitstream/doc/17737/5/sig_porto_real_rj_suscet.zip
RJ;Rio das Flores;0;https://rigeo.sgb.gov.br/handle/doc/17738;https://rigeo.sgb.gov.br/bitstream/doc/17738/5/sig_rio_das_flores_rj_suscet.zip
RJ;São Sebastião do Alto;0;https://rigeo.sgb.gov.br/handle/doc/17780;https://rigeo.sgb.gov.br/bitstream/doc/17780/5/sig_saosebastiaodoalto_rj_suscet.zip
RJ;São Sebastião do Alto;0;https://rigeo.sgb.gov.br/handle/doc/17780;https://rigeo.sgb.gov.br/bitstream/doc/17780/5/sig_saosebastiaodoalto_rj_suscet.zip
RJ;Paraíba do Sul;0;https://rigeo.sgb.gov.br/handle/doc/17782;https://rigeo.sgb.gov.br/bitstream/doc/17782/5/sig_paraibadosul_rj_suscet.zip
SC;Maracajá;0;https://rigeo.sgb.gov.br/handle/doc/17794;https://rigeo.sgb.gov.br/bitstream/doc/17794/5/sig_maracaja_sc.zip
SP;Limeira;0;https://rigeo.sgb.gov.br/handle/doc/17872;https://rigeo.sgb.gov.br/bitstream/doc/17872/5/sig_limeira_sp.zip
SC;Santo Amaro da Imperatriz;0;https://rigeo.sgb.gov.br/handle/doc/18014;https://rigeo.sgb.gov.br/bitstream/doc/18014/5/sig_santoamaroimperatriz_sc_suscett.zip
RJ;Vassouras;0;https://rigeo.sgb.gov.br/handle/doc/18017;https://rigeo.sgb.gov.br/bitstream/doc/18017/5/sig_vassouras_rj_suscetibilidade.zip
RJ;Macuco;0;https://rigeo.sgb.gov.br/handle/doc/18079;https://rigeo.sgb.gov.br/bitstream/doc/18079/5/sig_macuco_rj_suscet.zip
ES;Atílio Vivacqua;0;https://rigeo.sgb.gov.br/handle/doc/18172;https://rigeo.sgb.gov.br/bitstream/doc/18172/5/sig_atiliovivacqua_es.zip
RS;Caxias do Sul;0;https://rigeo.sgb.gov.br/handle/doc/18173;https://rigeo.sgb.gov.br/bitstream/doc/18173/4/sig_caxiasdosul_rs.zip
SP;Nazaré Paulista;0;https://rigeo.sgb.gov.br/handle/doc/18190;https://rigeo.sgb.gov.br/bitstream/doc/18190/5/sig_nazarepaulista_sp_suscet.zip
SC;Apiúna;0;https://rigeo.sgb.gov.br/handle/doc/18238;https://rigeo.sgb.gov.br/bitstream/doc/18238/5/sig_apiuna_sc_suscet_v2.zip
SP;Atibaia;0;https://rigeo.sgb.gov.br/handle/doc/18246;https://rigeo.sgb.gov.br/bitstream/doc/18246/6/sig_atibaia_sp_suscet.zip
SP;Bom Jesus dos Perdões;0;https://rigeo.sgb.gov.br/handle/doc/18304;https://rigeo.sgb.gov.br/bitstream/doc/18304/6/sig_bomjesusdosperdoes_sp_suscet.zip
RJ;Comendador Levy Gasparian;0;https://rigeo.sgb.gov.br/handle/doc/18305;https://rigeo.sgb.gov.br/bitstream/doc/18305/5/sig_levygasparian_rj_suscet.zip
ES;Irupi;0;https://rigeo.sgb.gov.br/handle/doc/18306;https://rigeo.sgb.gov.br/bitstream/doc/18306/5/sig_irupi_es_suscet.zip
ES;Itapemirim;0;https://rigeo.sgb.gov.br/handle/doc/18390;https://rigeo.sgb.gov.br/bitstream/doc/18390/5/sig_itapemirim_es_suscet.zip
RJ;Varre-Sai;0;https://rigeo.sgb.gov.br/handle/doc/18391;https://rigeo.sgb.gov.br/bitstream/doc/18391/5/sig_varresai_rj_suscet.zip
RJ;Maricá;0;https://rigeo.sgb.gov.br/handle/doc/18466;https://rigeo.sgb.gov.br/bitstream/doc/18466/5/sig_marica_rj_suscet.zip
SP;Potim;0;https://rigeo.sgb.gov.br/handle/doc/18467;https://rigeo.sgb.gov.br/bitstream/doc/18467/5/sig_potim_sp_suscet.zip
SP;Santo Antônio do Pinhal;0;https://rigeo.sgb.gov.br/handle/doc/18468;https://rigeo.sgb.gov.br/bitstream/doc/18468/5/sig_santoantoniodopinhal_sp_suscet.zip
RJ;Queimados;0;https://rigeo.sgb.gov.br/handle/doc/18988;https://rigeo.sgb.gov.br/bitstream/doc/18988/5/sig_queimados_rj_suscet.zip
SP;São Bento de Sapucaí;0;https://rigeo.sgb.gov.br/handle/doc/18989;https://rigeo.sgb.gov.br/bitstream/doc/18989/5/sig_saobentodosapucai_sp_suscet.zip
ES;Sooretama;0;https://rigeo.sgb.gov.br/handle/doc/19001;https://rigeo.sgb.gov.br/bitstream/doc/19001/5/sig_sooretama_es_suscet.zip
ES;Jaguaré;0;https://rigeo.sgb.gov.br/handle/doc/19002;https://rigeo.sgb.gov.br/bitstream/doc/19002/5/sig_jaguare_es_suscet.zip
SP;Barueri;0;https://rigeo.sgb.gov.br/handle/doc/19016;https://rigeo.sgb.gov.br/bitstream/doc/19016/6/sig_barueri_sp_suscet.zip
SP;Bertioga;0;https://rigeo.sgb.gov.br/handle/doc/19017;https://rigeo.sgb.gov.br/bitstream/doc/19017/6/sig_bertioga_sp_suscet.zip
SP;Arujá;0;https://rigeo.sgb.gov.br/handle/doc/19018;https://rigeo.sgb.gov.br/bitstream/doc/19018/6/sig_aruja_sp_suscet.zip
RJ;Itaguaí;0;https://rigeo.sgb.gov.br/handle/doc/19033;https://rigeo.sgb.gov.br/bitstream/doc/19033/5/sig_itaguai_rj_suscet.zip
RJ;Japeri;0;https://rigeo.sgb.gov.br/handle/doc/19034;https://rigeo.sgb.gov.br/bitstream/doc/19034/5/sig_japeri_rj_suscet.zip
SP;Caçapava;0;https://rigeo.sgb.gov.br/handle/doc/19036;https://rigeo.sgb.gov.br/bitstream/doc/19036/6/sig_cacapava_sp_suscet.zip
SP;Joanópolis;0;https://rigeo.sgb.gov.br/handle/doc/19037;https://rigeo.sgb.gov.br/bitstream/doc/19037/6/sig_joanopolis_sp_suscet.zip
SP;Piracaia;0;https://rigeo.sgb.gov.br/handle/doc/19038;https://rigeo.sgb.gov.br/bitstream/doc/19038/5/sig_piracaia_sp_suscet.zip
RJ;Seropédica;0;https://rigeo.sgb.gov.br/handle/doc/19212;https://rigeo.sgb.gov.br/bitstream/doc/19212/5/sig_seropedica_rj_suscet.zip
ES;Águia Branca;0;https://rigeo.sgb.gov.br/handle/doc/19213;https://rigeo.sgb.gov.br/bitstream/doc/19213/5/sig_aguiabranca_es_suscet.zip
SP;São Caetano do Sul;0;https://rigeo.sgb.gov.br/handle/doc/19214;https://rigeo.sgb.gov.br/bitstream/doc/19214/5/sig_saocaetanodosul_sp_suscet.zip
RJ;Itaocara;0;https://rigeo.sgb.gov.br/handle/doc/19215;https://rigeo.sgb.gov.br/bitstream/doc/19215/5/sig_itaocara_rj_suscet.zip
SP;Apiaí;0;https://rigeo.sgb.gov.br/handle/doc/19261;https://rigeo.sgb.gov.br/bitstream/doc/19261/5/sig_apiai_sp_suscet.zip
ES;Presidente Kennedy;0;https://rigeo.sgb.gov.br/handle/doc/19262;https://rigeo.sgb.gov.br/bitstream/doc/19262/5/sig_presidentekenedy_es_suscet.zip
SP;Taubaté;0;https://rigeo.sgb.gov.br/handle/doc/19263;https://rigeo.sgb.gov.br/bitstream/doc/19263/5/sig_taubate_sp_suscet.zip
SP;Pindamonhangaba;0;https://rigeo.sgb.gov.br/handle/doc/19264;https://rigeo.sgb.gov.br/bitstream/doc/19264/5/sig_pindamonhangaba_sp_suscet.zip
ES;Marataízes;0;https://rigeo.sgb.gov.br/handle/doc/19379;https://rigeo.sgb.gov.br/bitstream/doc/19379/5/sig_marataizes_es_suscet.zip
ES;Linhares;0;https://rigeo.sgb.gov.br/handle/doc/19380;https://rigeo.sgb.gov.br/bitstream/doc/19380/5/sig_linhares_es_suscet.zip
SP;Caraguatatuba;0;https://rigeo.sgb.gov.br/handle/doc/19381;https://rigeo.sgb.gov.br/bitstream/doc/19381/6/sig_caraguatatuba_sp_suscet.zip
SP;Biritiba Mirim;0;https://rigeo.sgb.gov.br/handle/doc/19383;https://rigeo.sgb.gov.br/bitstream/doc/19383/6/sig_biritibamirim_sp_suscet.zip
SP;Cajamar;0;https://rigeo.sgb.gov.br/handle/doc/19384;https://rigeo.sgb.gov.br/bitstream/doc/19384/6/sig_cajamar_sp_suscet.zip
SP;Cananéia;0;https://rigeo.sgb.gov.br/handle/doc/19385;https://rigeo.sgb.gov.br/bitstream/doc/19385/6/sig_cananeia_sp_suscet.zip
SP;Conchas;0;https://rigeo.sgb.gov.br/handle/doc/19386;https://rigeo.sgb.gov.br/bitstream/doc/19386/6/sig_conchas_sp_suscet.zip
ES;Iconha;0;https://rigeo.sgb.gov.br/handle/doc/19401;https://rigeo.sgb.gov.br/bitstream/doc/19401/6/sig_iconha_es_suscet.zip
ES;Castelo;0;https://rigeo.sgb.gov.br/handle/doc/19411;https://rigeo.sgb.gov.br/bitstream/doc/19411/5/sig_castelo_es_suscet.zip
SP;Itanhaém;0;https://rigeo.sgb.gov.br/handle/doc/19427;https://rigeo.sgb.gov.br/bitstream/doc/19427/6/sig_itanhaem_sp_suscet.zip
SP;Santa Branca;0;https://rigeo.sgb.gov.br/handle/doc/19428;https://rigeo.sgb.gov.br/bitstream/doc/19428/5/sig_santabranca_sp_suscet.zip
SP;Poá;0;https://rigeo.sgb.gov.br/handle/doc/19429;https://rigeo.sgb.gov.br/bitstream/doc/19429/5/sig_poa_sp_suscet.zip
SP;Igaratá;0;https://rigeo.sgb.gov.br/handle/doc/19430;https://rigeo.sgb.gov.br/bitstream/doc/19430/6/sig_igarata_sp_suscet.zip
SP;Ferraz de Vasconcelos;0;https://rigeo.sgb.gov.br/handle/doc/19431;https://rigeo.sgb.gov.br/bitstream/doc/19431/6/sig_ferrazdevascocelos_sp_suscet.zip
SP;Santa Isabel;0;https://rigeo.sgb.gov.br/handle/doc/19432;https://rigeo.sgb.gov.br/bitstream/doc/19432/6/sig_santaisabel_sp_suscet.zip
SP;Jacareí;0;https://rigeo.sgb.gov.br/handle/doc/19433;https://rigeo.sgb.gov.br/bitstream/doc/19433/5/sig_jacarei_sp_suscet.zip
SP;Mogi das Cruzes;0;https://rigeo.sgb.gov.br/handle/doc/19434;https://rigeo.sgb.gov.br/bitstream/doc/19434/6/sig_mogidascruzes_sp_suscet.zip
SP;Salesópolis;0;https://rigeo.sgb.gov.br/handle/doc/19435;https://rigeo.sgb.gov.br/bitstream/doc/19435/6/sig_salesopolis_sp_suscet.zip
SP;Suzano;0;https://rigeo.sgb.gov.br/handle/doc/19436;https://rigeo.sgb.gov.br/bitstream/doc/19436/5/sig_suzano_sp_suscet.zip
SP;Mongaguá;0;https://rigeo.sgb.gov.br/handle/doc/19437;https://rigeo.sgb.gov.br/bitstream/doc/19437/5/sig_mongagua_sp_suscet.zip
ES;Vila Valerio;0;https://rigeo.sgb.gov.br/handle/doc/19455;https://rigeo.sgb.gov.br/bitstream/doc/19455/5/sig_vilavalerio_es_suscet.zip
ES;Vila Pavão;0;https://rigeo.sgb.gov.br/handle/doc/19456;https://rigeo.sgb.gov.br/bitstream/doc/19456/5/sig_vilapavao_es_suscet.zip
SP;Tremembé;0;https://rigeo.sgb.gov.br/handle/doc/19457;https://rigeo.sgb.gov.br/bitstream/doc/19457/6/sig_tremembe_sp_suscet.zip
SP;Embu das Artes;0;https://rigeo.sgb.gov.br/handle/doc/19799;https://rigeo.sgb.gov.br/bitstream/doc/19799/6/sig_embudasartes_sp_suscet.zip
SP;Cotia;0;https://rigeo.sgb.gov.br/handle/doc/19800;https://rigeo.sgb.gov.br/bitstream/doc/19800/6/sig_cotia_sp_suscet.zip
RJ;Conceição do Macabu;0;https://rigeo.sgb.gov.br/handle/doc/19801;https://rigeo.sgb.gov.br/bitstream/doc/19801/5/sig_conceicaodomacabu_rj_suscet.zip
ES;Conceição da Barra;0;https://rigeo.sgb.gov.br/handle/doc/19802;https://rigeo.sgb.gov.br/bitstream/doc/19802/5/sig_conceicaodabarra_es_suscet.zip
ES;Fundão;0;https://rigeo.sgb.gov.br/handle/doc/19803;https://rigeo.sgb.gov.br/bitstream/doc/19803/5/sig_fundao_es.zip
SP;Franco da Rocha;0;https://rigeo.sgb.gov.br/handle/doc/19804;https://rigeo.sgb.gov.br/bitstream/doc/19804/6/sig_francodarocha_sp_suscet.zip
ES;Ibiraçu;0;https://rigeo.sgb.gov.br/handle/doc/19807;https://rigeo.sgb.gov.br/bitstream/doc/19807/5/sig_ibiracu_es_suscet.zip
ES;Venda Nova do Imigrante;0;https://rigeo.sgb.gov.br/handle/doc/19812;https://rigeo.sgb.gov.br/bitstream/doc/19812/5/sig_vendanovadoimigrante_es_suscet.zip
SP;Ibiúna;0;https://rigeo.sgb.gov.br/handle/doc/19819;https://rigeo.sgb.gov.br/bitstream/doc/19819/6/sig_ibiuna_sp_suscet.zip
SP;Monteiro Lobato;0;https://rigeo.sgb.gov.br/handle/doc/19820;https://rigeo.sgb.gov.br/bitstream/doc/19820/6/sig_monteirolobato_sp_suscet.zip
ES;Pedro Canário;0;https://rigeo.sgb.gov.br/handle/doc/20046;https://rigeo.sgb.gov.br/bitstream/doc/20046/5/sig_pedrocanario_es_suscet.zip
ES;Mucurici;0;https://rigeo.sgb.gov.br/handle/doc/20047;https://rigeo.sgb.gov.br/bitstream/doc/20047/5/sig_mucurici_es_suscet.zip
RJ;Armação de Búzios;0;https://rigeo.sgb.gov.br/handle/doc/20048;https://rigeo.sgb.gov.br/bitstream/doc/20048/7/sig_armacaodosbuzios_rj_suscet.zip
ES;Serra;0;https://rigeo.sgb.gov.br/handle/doc/20049;https://rigeo.sgb.gov.br/bitstream/doc/20049/5/sig_serra_es_suscet.zip
ES;Montanha;0;https://rigeo.sgb.gov.br/handle/doc/20188;https://rigeo.sgb.gov.br/bitstream/doc/20188/6/sig_montanha_es_suscet.zip
RJ;Arraial do Cabo;0;https://rigeo.sgb.gov.br/handle/doc/20189;https://rigeo.sgb.gov.br/bitstream/doc/20189/6/sig_arraialdocabo_rj_suscet.zip
RJ;Araruama;0;https://rigeo.sgb.gov.br/handle/doc/20190;https://rigeo.sgb.gov.br/bitstream/doc/20190/5/sig_araruama_rj_suscet.zip
ES;Ponto Belo;0;https://rigeo.sgb.gov.br/handle/doc/20191;https://rigeo.sgb.gov.br/bitstream/doc/20191/5/sig_pontobelo_es_suscet.zip
ES;Pinheiros;0;https://rigeo.sgb.gov.br/handle/doc/20192;https://rigeo.sgb.gov.br/bitstream/doc/20192/5/sig_pinheiros_es_suscet.zip
RJ;Rio de Janeiro;0;https://rigeo.sgb.gov.br/handle/doc/20329;https://rigeo.sgb.gov.br/bitstream/doc/20329/5/sig_riodejaneiro_rj_suscet.zip
SP;Lindóia;0;https://rigeo.sgb.gov.br/handle/doc/20604;https://rigeo.sgb.gov.br/bitstream/doc/20604/5/sig_lindoia_sp_suscet.zip
SC;Anchieta;0;https://rigeo.sgb.gov.br/handle/doc/20605;https://rigeo.sgb.gov.br/bitstream/doc/20605/7/sig_anchieta_sc_suscet.zip
SC;Ponte Alta do Norte;0;https://rigeo.sgb.gov.br/handle/doc/20665;https://rigeo.sgb.gov.br/bitstream/doc/20665/5/sig_pontealtadonorte_sc_suscet.zip
SC;Romelândia;0;https://rigeo.sgb.gov.br/handle/doc/20666;https://rigeo.sgb.gov.br/bitstream/doc/20666/5/sig_romelandia_sc_suscet.zip
SC;São José do Cerrito;0;https://rigeo.sgb.gov.br/handle/doc/20668;https://rigeo.sgb.gov.br/bitstream/doc/20668/5/sig_saomigueldooeste_sc_suscet.zip
SC;Luzerna;0;https://rigeo.sgb.gov.br/handle/doc/20669;https://rigeo.sgb.gov.br/bitstream/doc/20669/6/sig_luzena_sc_suscet.zip
SC;Jaborá;0;https://rigeo.sgb.gov.br/handle/doc/20670;https://rigeo.sgb.gov.br/bitstream/doc/20670/5/sig_jabora_sc_suscet.zip
SC;Três Barras;0;https://rigeo.sgb.gov.br/handle/doc/20671;https://rigeo.sgb.gov.br/bitstream/doc/20671/5/sig_tresbarras_sc_suscet.zip
SC;Joaçaba;0;https://rigeo.sgb.gov.br/handle/doc/20672;https://rigeo.sgb.gov.br/bitstream/doc/20672/5/sig_joacaba_sc_suscet.zip
SC;Presidente Castello Branco;0;https://rigeo.sgb.gov.br/handle/doc/20673;https://rigeo.sgb.gov.br/bitstream/doc/20673/5/sig_presidentecastelobranco_sc_suscet.zip
SC;São Miguel do Oeste;0;https://rigeo.sgb.gov.br/handle/doc/20674;https://rigeo.sgb.gov.br/bitstream/doc/20674/5/sig_saomigueldooeste_sc_suscet.zip
SP;Amparo;0;https://rigeo.sgb.gov.br/handle/doc/20808;https://rigeo.sgb.gov.br/bitstream/doc/20808/5/sig_amparo_sp_suscet.zip
RJ;Cabo Frio;0;https://rigeo.sgb.gov.br/handle/doc/20809;https://rigeo.sgb.gov.br/bitstream/doc/20809/5/sig_cabo_frio_rj_suscet.zip
RJ;Carapebus;0;https://rigeo.sgb.gov.br/handle/doc/20810;https://rigeo.sgb.gov.br/bitstream/doc/20810/5/sig_carapebus_rj_suscet.zip
RJ;Casimiro de Abreu;0;https://rigeo.sgb.gov.br/handle/doc/20811;https://rigeo.sgb.gov.br/bitstream/doc/20811/5/sig_casimiro_de_abreu_rj_suscet.zip
RJ;Iguaba Grande;0;https://rigeo.sgb.gov.br/handle/doc/20812;https://rigeo.sgb.gov.br/bitstream/doc/20812/4/sig_iguaba_grande_rj_suscet.zip
ES;São Mateus;0;https://rigeo.sgb.gov.br/handle/doc/20825;https://rigeo.sgb.gov.br/bitstream/doc/20825/6/sig_saomateus_es_susct.zip
